"Gene","Accession","Measure","final.mean","Time","Lot","ID","Status"
"DPP4","NM_001935","Mean_24HR_C2",0.02856785,"24HR","C2","NM_001935.C2","Silent"
"DUSP4","NM_057158","Mean_24HR_C2",0.07085405,"24HR","C2","NM_057158.C2","Silent"
"EBI3","NM_005755","Mean_24HR_C2",9.81669,"24HR","C2","NM_005755.C2","Active"
"EDNRB","NM_003991","Mean_24HR_C2",0.021331175,"24HR","C2","NM_003991.C2","Silent"
"EEF1G","NM_001404","Mean_24HR_C2",505.03825,"24HR","C2","NM_001404.C2","Active"
"EGR1","NM_001964","Mean_24HR_C2",0.91316275,"24HR","C2","NM_001964.C2","Active"
"EGR2","NM_000399","Mean_24HR_C2",0.12548025,"24HR","C2","NM_000399.C2",NA
"ENTPD1","NM_001098175","Mean_24HR_C2",2.76073,"24HR","C2","NM_001098175.C2","Active"
"EOMES","NM_005442","Mean_24HR_C2",0.07078675,"24HR","C2","NM_005442.C2","Silent"
"ETS1","NM_005238","Mean_24HR_C2",27.0005,"24HR","C2","NM_005238.C2","Active"
"FADD","NM_003824","Mean_24HR_C2",1.2855775,"24HR","C2","NM_003824.C2","Silent"
"FAS","NM_000043","Mean_24HR_C2",0.3595415,"24HR","C2","NM_000043.C2","Silent"
"FCAR","NM_133280","Mean_24HR_C2",0.013037273,"24HR","C2","NM_133280.C2","Silent"
"FCER1A","NM_002001","Mean_24HR_C2",0.068683625,"24HR","C2","NM_002001.C2","Silent"
"FCER1G","NM_004106","Mean_24HR_C2",0.04011225,"24HR","C2","NM_004106.C2","Silent"
"FCGR1A/B","NM_000566","Mean_24HR_C2",0.017148325,"24HR","C2","NM_000566.C2","Silent"
"FCGR2A","NM_021642","Mean_24HR_C2",0.40155925,"24HR","C2","NM_021642.C2","Active"
"FCGR2A/C","NM_201563","Mean_24HR_C2",23.11165,"24HR","C2","NM_201563.C2","Active"
"FCGR2B","NM_001002273","Mean_24HR_C2",35.628575,"24HR","C2","NM_001002273.C2","Active"
"FCGR3A/B","NM_000570","Mean_24HR_C2",0.016149123,"24HR","C2","NM_000570.C2","Silent"
"FCGRT","NM_004107","Mean_24HR_C2",5.63628,"24HR","C2","NM_004107.C2","Active"
"FKBP5","NM_001145775","Mean_24HR_C2",18.6305,"24HR","C2","NM_001145775.C2","Active"
"FN1","NM_212482","Mean_24HR_C2",0.027575925,"24HR","C2","NM_212482.C2","Silent"
"FOXP3","NM_014009","Mean_24HR_C2",0.033910625,"24HR","C2","NM_014009.C2","Silent"
"G6PD","NM_000402","Mean_24HR_C2",7.9367775,"24HR","C2","NM_000402.C2","Active"
"GAPDH","NM_002046","Mean_24HR_C2",352.514125,"24HR","C2","NM_002046.C2","Active"
"GATA3","NM_001002295","Mean_24HR_C2",0.0223427,"24HR","C2","NM_001002295.C2","Silent"
"GBP1","NM_002053","Mean_24HR_C2",0.99582275,"24HR","C2","NM_002053.C2","Active"
"GBP5","NM_052942","Mean_24HR_C2",0.030720475,"24HR","C2","NM_052942.C2","Silent"
"GFI1","NM_005263","Mean_24HR_C2",0.2615775,"24HR","C2","NM_005263.C2","Silent"
"GNLY","NM_006433","Mean_24HR_C2",0.048603875,"24HR","C2","NM_006433.C2","Silent"
"GP1BB","NM_000407","Mean_24HR_C2",0.033889175,"24HR","C2","NM_000407.C2","Silent"
"GZMA","NM_006144","Mean_24HR_C2",0.0338748,"24HR","C2","NM_006144.C2","Silent"
"GZMB","NM_004131","Mean_24HR_C2",0.028628925,"24HR","C2","NM_004131.C2","Silent"
"GZMK","NM_002104","Mean_24HR_C2",0.02028765,"24HR","C2","NM_002104.C2","Silent"
"HAMP","NM_021175","Mean_24HR_C2",0.028648725,"24HR","C2","NM_021175.C2","Silent"
"HAVCR2","NM_032782","Mean_24HR_C2",0.443689,"24HR","C2","NM_032782.C2",NA
"HFE","NM_139011","Mean_24HR_C2",0.025503325,"24HR","C2","NM_139011.C2","Silent"
"HLA-A","NM_002116","Mean_24HR_C2",98.618775,"24HR","C2","NM_002116.C2","Active"
"HLA-B","NM_005514","Mean_24HR_C2",282.837,"24HR","C2","NM_005514.C2","Active"
"HLA-C","NM_002117","Mean_24HR_C2",189.145,"24HR","C2","NM_002117.C2","Active"
"HLA-DMA","NM_006120","Mean_24HR_C2",27.18935,"24HR","C2","NM_006120.C2","Active"
"HLA-DMB","NM_002118","Mean_24HR_C2",18.509925,"24HR","C2","NM_002118.C2","Active"
"HLA-DOB","NM_002120","Mean_24HR_C2",8.253125,"24HR","C2","NM_002120.C2","Active"
"HLA-DPA1","NM_033554","Mean_24HR_C2",152.7575,"24HR","C2","NM_033554.C2","Active"
"HLA-DPB1","NM_002121","Mean_24HR_C2",81.617425,"24HR","C2","NM_002121.C2","Active"
"HLA-DQA1","NM_002122","Mean_24HR_C2",79.655425,"24HR","C2","NM_002122.C2","Active"
"HLA-DQB1","NM_002123","Mean_24HR_C2",8.930605,"24HR","C2","NM_002123.C2","Active"
"HLA-DRA","NM_019111","Mean_24HR_C2",429.6045,"24HR","C2","NM_019111.C2","Active"
"HLA-DRB1","NM_002124","Mean_24HR_C2",0.80091325,"24HR","C2","NM_002124.C2","Active"
"HLA-DRB3","NM_022555","Mean_24HR_C2",200.012,"24HR","C2","NM_022555.C2","Active"
"ICAM1","NM_000201","Mean_24HR_C2",5.348295,"24HR","C2","NM_000201.C2","Active"
"ICAM2","NM_000873","Mean_24HR_C2",8.56021,"24HR","C2","NM_000873.C2","Active"
"ICAM3","NM_002162","Mean_24HR_C2",0.21132125,"24HR","C2","NM_002162.C2","Silent"
"ICAM4","NM_001039132","Mean_24HR_C2",1.7430825,"24HR","C2","NM_001039132.C2",NA
"ICAM5","NM_003259","Mean_24HR_C2",2.0045975,"24HR","C2","NM_003259.C2","Silent"
"ICOS","NM_012092","Mean_24HR_C2",0.041253625,"24HR","C2","NM_012092.C2","Silent"
"ICOSLG","NM_015259","Mean_24HR_C2",8.20804,"24HR","C2","NM_015259.C2","Active"
"IDO1","NM_002164","Mean_24HR_C2",0.03381265,"24HR","C2","NM_002164.C2","Silent"
"IFI16","NM_005531","Mean_24HR_C2",43.811675,"24HR","C2","NM_005531.C2","Active"
"IFI35","NM_005533","Mean_24HR_C2",2.8092575,"24HR","C2","NM_005533.C2","Active"
"IFIH1","NM_022168","Mean_24HR_C2",8.4685825,"24HR","C2","NM_022168.C2","Active"
"IFIT2","NM_001547","Mean_24HR_C2",2.05144,"24HR","C2","NM_001547.C2","Active"
"IFITM1","NM_003641","Mean_24HR_C2",144.4125,"24HR","C2","NM_003641.C2","Active"
"IFNA1/13","NM_024013","Mean_24HR_C2",0.017194098,"24HR","C2","NM_024013.C2","Silent"
"IFNA2","NM_000605","Mean_24HR_C2",0.0495802,"24HR","C2","NM_000605.C2","Silent"
"IFNAR1","NM_000629","Mean_24HR_C2",1.202665,"24HR","C2","NM_000629.C2","Active"
"IFNAR2","NM_000874","Mean_24HR_C2",3.5373825,"24HR","C2","NM_000874.C2","Active"
"IFNB1","NM_002176","Mean_24HR_C2",0.127719925,"24HR","C2","NM_002176.C2","Silent"
"IFNG","NM_000619","Mean_24HR_C2",0.020312398,"24HR","C2","NM_000619.C2","Silent"
"IFNGR1","NM_000416","Mean_24HR_C2",3.38853,"24HR","C2","NM_000416.C2","Active"
"IGF2R","NM_000876","Mean_24HR_C2",1.03379375,"24HR","C2","NM_000876.C2",NA
"IKBKAP","NM_003640","Mean_24HR_C2",9.08103,"24HR","C2","NM_003640.C2","Active"
"IKBKB","NM_001556","Mean_24HR_C2",3.41560125,"24HR","C2","NM_001556.C2","Active"
"IKBKE","NM_014002","Mean_24HR_C2",10.9261975,"24HR","C2","NM_014002.C2","Active"
"IKBKG","NM_003639","Mean_24HR_C2",5.48365,"24HR","C2","NM_003639.C2","Active"
"IKZF1","NM_006060","Mean_24HR_C2",2.58239,"24HR","C2","NM_006060.C2","Active"
"IKZF2","NM_016260","Mean_24HR_C2",4.27842,"24HR","C2","NM_016260.C2","Active"
"IKZF3","NM_183232","Mean_24HR_C2",36.8176,"24HR","C2","NM_183232.C2","Active"
"IL10","NM_000572","Mean_24HR_C2",0.025455025,"24HR","C2","NM_000572.C2","Silent"
"IL10RA","NM_001558","Mean_24HR_C2",13.31452,"24HR","C2","NM_001558.C2","Active"
"IL11RA","NM_147162","Mean_24HR_C2",0.116877925,"24HR","C2","NM_147162.C2","Silent"
"IL12A","NM_000882","Mean_24HR_C2",0.66559875,"24HR","C2","NM_000882.C2","Silent"
"IL12B","NM_002187","Mean_24HR_C2",0.0782775,"24HR","C2","NM_002187.C2","Silent"
"IL12RB1","NM_005535","Mean_24HR_C2",2.756895,"24HR","C2","NM_005535.C2","Active"
"IL13","NM_002188","Mean_24HR_C2",0.048537875,"24HR","C2","NM_002188.C2","Silent"
"IL13RA1","NM_001560","Mean_24HR_C2",13.20645,"24HR","C2","NM_001560.C2","Active"
"IL15","NM_172174","Mean_24HR_C2",0.022335275,"24HR","C2","NM_172174.C2","Silent"
"IL16","NM_004513","Mean_24HR_C2",7.517865,"24HR","C2","NM_004513.C2","Active"
"IL17A","NM_002190","Mean_24HR_C2",0.031708825,"24HR","C2","NM_002190.C2","Silent"
"IL17B","NM_014443","Mean_24HR_C2",0.0202724,"24HR","C2","NM_014443.C2","Silent"
"IL17F","NM_052872","Mean_24HR_C2",0.0327799,"24HR","C2","NM_052872.C2","Silent"
"IL18","NM_001562","Mean_24HR_C2",0.029625,"24HR","C2","NM_001562.C2","Silent"
"IL18R1","NM_003855","Mean_24HR_C2",0.0740224,"24HR","C2","NM_003855.C2","Silent"
"IL18RAP","NM_003853","Mean_24HR_C2",0.026588398,"24HR","C2","NM_003853.C2","Silent"
"IL19","NM_013371","Mean_24HR_C2",0.012055425,"24HR","C2","NM_013371.C2","Silent"
"IL1A","NM_000575","Mean_24HR_C2",0.037009675,"24HR","C2","NM_000575.C2","Silent"
"IL1B","NM_000576","Mean_24HR_C2",0.0276036,"24HR","C2","NM_000576.C2","Silent"
"IL1R1","NM_000877","Mean_24HR_C2",0.029608425,"24HR","C2","NM_000877.C2","Silent"
"IL1R2","NM_173343","Mean_24HR_C2",0.17204725,"24HR","C2","NM_173343.C2","Silent"
"IL1RAP","NM_002182","Mean_24HR_C2",0.03379365,"24HR","C2","NM_002182.C2","Silent"
"IL1RL1","NM_016232","Mean_24HR_C2",0.020390075,"24HR","C2","NM_016232.C2","Silent"
"IL1RL2","NM_003854","Mean_24HR_C2",0.034919775,"24HR","C2","NM_003854.C2","Silent"
"IL1RN","NM_000577","Mean_24HR_C2",0.0171591,"24HR","C2","NM_000577.C2","Silent"
"IL2","NM_000586","Mean_24HR_C2",0.0275964,"24HR","C2","NM_000586.C2","Silent"
"IL20","NM_018724","Mean_24HR_C2",0.03283325,"24HR","C2","NM_018724.C2","Silent"
"IL21","NM_021803","Mean_24HR_C2",0.029747428,"24HR","C2","NM_021803.C2","Silent"
"IL21R","NM_021798","Mean_24HR_C2",1.83208,"24HR","C2","NM_021798.C2","Active"
"IL22","NM_020525","Mean_24HR_C2",0.03600495,"24HR","C2","NM_020525.C2","Silent"
"IL22RA2","NM_181310","Mean_24HR_C2",0.0174515,"24HR","C2","NM_181310.C2","Silent"
"IL23A","NM_016584","Mean_24HR_C2",0.376158,"24HR","C2","NM_016584.C2","Silent"
"IL23R","NM_144701","Mean_24HR_C2",0.013051245,"24HR","C2","NM_144701.C2","Silent"
"IL26","NM_018402","Mean_24HR_C2",0.058203575,"24HR","C2","NM_018402.C2","Silent"
"IL27","NM_145659","Mean_24HR_C2",0.035917875,"24HR","C2","NM_145659.C2","Silent"
"IL28A","NM_172138","Mean_24HR_C2",0.052771825,"24HR","C2","NM_172138.C2","Silent"
"IL28A/B","NM_172139","Mean_24HR_C2",0.03282995,"24HR","C2","NM_172139.C2","Silent"
"IL29","NM_172140","Mean_24HR_C2",0.033832125,"24HR","C2","NM_172140.C2","Silent"
"IL2RA","NM_000417","Mean_24HR_C2",0.051760875,"24HR","C2","NM_000417.C2","Silent"
"IL2RB","NM_000878","Mean_24HR_C2",0.53714375,"24HR","C2","NM_000878.C2","Silent"
"IL2RG","NM_000206","Mean_24HR_C2",37.61165,"24HR","C2","NM_000206.C2","Active"
"IL3","NM_000588","Mean_24HR_C2",0.032825725,"24HR","C2","NM_000588.C2","Silent"
"IL32","NM_001012633","Mean_24HR_C2",50.737625,"24HR","C2","NM_001012633.C2","Active"
"IL4","NM_000589","Mean_24HR_C2",0.03065985,"24HR","C2","NM_000589.C2","Silent"
"IL4R","NM_000418","Mean_24HR_C2",3.30488,"24HR","C2","NM_000418.C2","Active"
"IL5","NM_000879","Mean_24HR_C2",0.0338091,"24HR","C2","NM_000879.C2","Silent"
"IL6","NM_000600","Mean_24HR_C2",0.1688515,"24HR","C2","NM_000600.C2","Silent"
"IL6R","NM_000565","Mean_24HR_C2",0.024417475,"24HR","C2","NM_000565.C2","Silent"
"IL6ST","NM_002184","Mean_24HR_C2",3.448785,"24HR","C2","NM_002184.C2","Active"
"IL7","NM_000880","Mean_24HR_C2",0.026527925,"24HR","C2","NM_000880.C2","Silent"
"IL7R","NM_002185","Mean_24HR_C2",7.05448,"24HR","C2","NM_002185.C2","Active"
"IL8","NM_000584","Mean_24HR_C2",0.402849,"24HR","C2","NM_000584.C2",NA
"IL9","NM_000590","Mean_24HR_C2",0.012018495,"24HR","C2","NM_000590.C2","Silent"
"ILF3","NM_001137673","Mean_24HR_C2",102.5118,"24HR","C2","NM_001137673.C2","Active"
"IRAK1","NM_001569","Mean_24HR_C2",16.9552125,"24HR","C2","NM_001569.C2","Active"
"IRAK3","NM_007199","Mean_24HR_C2",0.030350624,"24HR","C2","NM_007199.C2","Silent"
"IRAK4","NM_016123","Mean_24HR_C2",3.57935125,"24HR","C2","NM_016123.C2","Active"
"IRF1","NM_002198","Mean_24HR_C2",9.3657625,"24HR","C2","NM_002198.C2","Active"
"IRF3","NM_001571","Mean_24HR_C2",4.8108625,"24HR","C2","NM_001571.C2","Active"
"IRF4","NM_002460","Mean_24HR_C2",19.114925,"24HR","C2","NM_002460.C2","Active"
"IRF5","NM_002200","Mean_24HR_C2",5.4486975,"24HR","C2","NM_002200.C2","Active"
"IRF7","NM_001572","Mean_24HR_C2",17.884725,"24HR","C2","NM_001572.C2","Active"
"IRF8","NM_002163","Mean_24HR_C2",11.26235,"24HR","C2","NM_002163.C2","Active"
"IRGM","NM_001145805","Mean_24HR_C2",0.06124795,"24HR","C2","NM_001145805.C2","Silent"
"ITGA2B","NM_000419","Mean_24HR_C2",0.03484375,"24HR","C2","NM_000419.C2","Silent"
"ITGA4","NM_000885","Mean_24HR_C2",13.571925,"24HR","C2","NM_000885.C2","Active"
"ITGA5","NM_002205","Mean_24HR_C2",0.59962175,"24HR","C2","NM_002205.C2","Silent"
"ITGA6","NM_000210","Mean_24HR_C2",0.0380898,"24HR","C2","NM_000210.C2","Silent"
"ITGAE","NM_002208","Mean_24HR_C2",6.7784475,"24HR","C2","NM_002208.C2","Active"
"ITGAL","NM_002209","Mean_24HR_C2",0.5204245,"24HR","C2","NM_002209.C2","Active"
"ITGAM","NM_000632","Mean_24HR_C2",4.87129,"24HR","C2","NM_000632.C2","Active"
"ITGAX","NM_000887","Mean_24HR_C2",0.2824755,"24HR","C2","NM_000887.C2",NA
"ITGB1","NM_033666","Mean_24HR_C2",9.9288925,"24HR","C2","NM_033666.C2","Active"
"ITGB2","NM_000211","Mean_24HR_C2",4.7672025,"24HR","C2","NM_000211.C2","Active"
"ITLN1","NM_017625","Mean_24HR_C2",0.0380042,"24HR","C2","NM_017625.C2","Silent"
"ITLN2","NM_080878","Mean_24HR_C2",0.01612155,"24HR","C2","NM_080878.C2","Silent"
"KCNJ2","NM_000891","Mean_24HR_C2",0.016140323,"24HR","C2","NM_000891.C2","Silent"
"KIR_Activating_Subgroup_1","NM_001083539","Mean_24HR_C2",0.054879575,"24HR","C2","NM_001083539.C2","Silent"
"KIR_Activating_Subgroup_2","NM_014512","Mean_24HR_C2",0.022405448,"24HR","C2","NM_014512.C2","Silent"
"KIR_Inhibiting_Subgroup_1","NM_014218","Mean_24HR_C2",0.0243948,"24HR","C2","NM_014218.C2","Silent"
"KIR_Inhibiting_Subgroup_2","NM_014511","Mean_24HR_C2",0.02128695,"24HR","C2","NM_014511.C2","Silent"
"KIR3DL1","NM_013289","Mean_24HR_C2",0.040094275,"24HR","C2","NM_013289.C2","Silent"
"KIR3DL2","NM_006737","Mean_24HR_C2",0.0591085,"24HR","C2","NM_006737.C2","Silent"
"KIR3DL3","NM_153443","Mean_24HR_C2",0.0454003,"24HR","C2","NM_153443.C2","Silent"
"KLRAP1","NR_028045","Mean_24HR_C2",0.5571825,"24HR","C2","NR_028045.C2","Silent"
"KLRB1","NM_002258","Mean_24HR_C2",0.021323923,"24HR","C2","NM_002258.C2","Silent"
"KLRC1","NM_002259","Mean_24HR_C2",0.03589175,"24HR","C2","NM_002259.C2","Silent"
"KLRC2","NM_002260","Mean_24HR_C2",0.1125861,"24HR","C2","NM_002260.C2","Silent"
"KLRC3","NM_007333","Mean_24HR_C2",0.39609275,"24HR","C2","NM_007333.C2","Silent"
"KLRC4","NM_013431","Mean_24HR_C2",0.97956125,"24HR","C2","NM_013431.C2","Active"
"KLRD1","NM_002262","Mean_24HR_C2",0.03385,"24HR","C2","NM_002262.C2","Silent"
"KLRF1","NM_016523","Mean_24HR_C2",0.0275263,"24HR","C2","NM_016523.C2","Silent"
"KLRF2","NM_001190765","Mean_24HR_C2",0.014062025,"24HR","C2","NM_001190765.C2","Silent"
"KLRG1","NM_005810","Mean_24HR_C2",0.03591485,"24HR","C2","NM_005810.C2","Silent"
"KLRG2","NM_198508","Mean_24HR_C2",2.18694,"24HR","C2","NM_198508.C2","Silent"
"KLRK1","NM_007360","Mean_24HR_C2",1.08942475,"24HR","C2","NM_007360.C2","Active"
"LAG3","NM_002286","Mean_24HR_C2",0.08155255,"24HR","C2","NM_002286.C2","Silent"
"LAIR1","NM_002287","Mean_24HR_C2",0.580705,"24HR","C2","NM_002287.C2","Active"
"LAMP3","NM_014398","Mean_24HR_C2",0.037174828,"24HR","C2","NM_014398.C2","Silent"
"LCK","NM_005356","Mean_24HR_C2",0.953695625,"24HR","C2","NM_005356.C2","Active"
"LCP2","NM_005565","Mean_24HR_C2",1.636935,"24HR","C2","NM_005565.C2","Active"
"LEF1","NM_016269","Mean_24HR_C2",8.649065,"24HR","C2","NM_016269.C2","Silent"
"LGALS3","NM_001177388","Mean_24HR_C2",0.018185875,"24HR","C2","NM_001177388.C2","Silent"
"LIF","NM_002309","Mean_24HR_C2",0.412697,"24HR","C2","NM_002309.C2","Silent"
"LILRA1","NM_006863","Mean_24HR_C2",0.027529325,"24HR","C2","NM_006863.C2","Silent"
"LILRA2","NM_006866","Mean_24HR_C2",0.34315,"24HR","C2","NM_006866.C2",NA
"LILRA3","NM_006865","Mean_24HR_C2",0.03694245,"24HR","C2","NM_006865.C2","Silent"
"LILRA4","NM_012276","Mean_24HR_C2",0.023376825,"24HR","C2","NM_012276.C2","Silent"
"LILRA5","NM_181879","Mean_24HR_C2",0.13845975,"24HR","C2","NM_181879.C2","Silent"
"LILRA6","NM_024318","Mean_24HR_C2",0.0729835,"24HR","C2","NM_024318.C2","Silent"
"LILRB1","NM_001081637","Mean_24HR_C2",0.1362795,"24HR","C2","NM_001081637.C2","Silent"
"LILRB2","NM_005874","Mean_24HR_C2",0.085777425,"24HR","C2","NM_005874.C2","Silent"
"LILRB3","NM_006864","Mean_24HR_C2",0.06445025,"24HR","C2","NM_006864.C2","Silent"
"LILRB4","NM_001081438","Mean_24HR_C2",3.955695,"24HR","C2","NM_001081438.C2","Active"
"LILRB5","NM_001081442","Mean_24HR_C2",0.038050475,"24HR","C2","NM_001081442.C2","Silent"
"LITAF","NM_004862","Mean_24HR_C2",16.319225,"24HR","C2","NM_004862.C2","Active"
"LTA","NM_000595","Mean_24HR_C2",2.4320175,"24HR","C2","NM_000595.C2","Active"
"LTB4R","NM_181657","Mean_24HR_C2",2.5817775,"24HR","C2","NM_181657.C2","Active"
"LTB4R2","NM_019839","Mean_24HR_C2",1.69846,"24HR","C2","NM_019839.C2",NA
"LTBR","NM_002342","Mean_24HR_C2",0.03486335,"24HR","C2","NM_002342.C2","Silent"
"LTF","NM_002343","Mean_24HR_C2",0.02856785,"24HR","C2","NM_002343.C2","Silent"
"LY96","NM_015364","Mean_24HR_C2",1.47679,"24HR","C2","NM_015364.C2","Active"
"MAF","NM_005360","Mean_24HR_C2",0.02128295,"24HR","C2","NM_005360.C2","Silent"
"MALT1","NM_006785","Mean_24HR_C2",25.6675,"24HR","C2","NM_006785.C2","Active"
"MAP4K1","NM_007181","Mean_24HR_C2",28.8586875,"24HR","C2","NM_007181.C2","Active"
"MAP4K2","NM_004579","Mean_24HR_C2",15.249175,"24HR","C2","NM_004579.C2","Active"
"MAP4K4","NM_004834","Mean_24HR_C2",26.033225,"24HR","C2","NM_004834.C2","Active"
"MAPK1","NM_138957","Mean_24HR_C2",22.676025,"24HR","C2","NM_138957.C2","Active"
"MAPK11","NM_002751","Mean_24HR_C2",1.51672375,"24HR","C2","NM_002751.C2","Active"
"MAPKAPK2","NM_004759","Mean_24HR_C2",1.5910335,"24HR","C2","NM_004759.C2","Active"
"MARCO","NM_006770","Mean_24HR_C2",0.051773325,"24HR","C2","NM_006770.C2","Silent"
"MASP1","NM_139125","Mean_24HR_C2",0.0517184,"24HR","C2","NM_139125.C2","Silent"
"MASP2","NM_139208","Mean_24HR_C2",0.08471465,"24HR","C2","NM_139208.C2","Silent"
"MBL2","NM_000242","Mean_24HR_C2",0.028604325,"24HR","C2","NM_000242.C2","Silent"
"MBP","NM_002385","Mean_24HR_C2",3.77366,"24HR","C2","NM_002385.C2","Active"
"MCL1","NM_021960","Mean_24HR_C2",33.133,"24HR","C2","NM_021960.C2","Active"
"MIF","NM_002415","Mean_24HR_C2",263.18575,"24HR","C2","NM_002415.C2","Active"
"MME","NM_000902","Mean_24HR_C2",0.41384625,"24HR","C2","NM_000902.C2",NA
"MR1","NM_001531","Mean_24HR_C2",1.1595675,"24HR","C2","NM_001531.C2","Active"
"MRC1","NM_002438","Mean_24HR_C2",0.019284578,"24HR","C2","NM_002438.C2","Silent"
"MS4A1","NM_152866","Mean_24HR_C2",361.45775,"24HR","C2","NM_152866.C2","Active"
"MSR1","NM_002445","Mean_24HR_C2",0.016196545,"24HR","C2","NM_002445.C2","Silent"
"MUC1","NM_001018017","Mean_24HR_C2",0.1362785,"24HR","C2","NM_001018017.C2","Silent"
"MX1","NM_002462","Mean_24HR_C2",150.266,"24HR","C2","NM_002462.C2","Active"
"MYD88","NM_002468","Mean_24HR_C2",25.912725,"24HR","C2","NM_002468.C2","Active"
"NCAM1","NM_000615","Mean_24HR_C2",0.19055175,"24HR","C2","NM_000615.C2","Silent"
"NCF4","NM_000631","Mean_24HR_C2",12.20735,"24HR","C2","NM_000631.C2","Active"
"NCR1","NM_004829","Mean_24HR_C2",0.018212875,"24HR","C2","NM_004829.C2","Silent"
"NFATC1","NM_172389","Mean_24HR_C2",3.90515,"24HR","C2","NM_172389.C2","Active"
"NFATC2","NM_012340","Mean_24HR_C2",2.847055,"24HR","C2","NM_012340.C2","Active"
"NFATC3","NM_004555","Mean_24HR_C2",13.311075,"24HR","C2","NM_004555.C2","Active"
"NFIL3","NM_005384","Mean_24HR_C2",1.124336,"24HR","C2","NM_005384.C2","Active"
"NFKB2","NM_002502","Mean_24HR_C2",10.402485,"24HR","C2","NM_002502.C2","Active"
"NFKBIA","NM_020529","Mean_24HR_C2",47.16405,"24HR","C2","NM_020529.C2","Active"
"NFKBIZ","NM_001005474","Mean_24HR_C2",4.8021475,"24HR","C2","NM_001005474.C2","Active"
"NLRP3","NM_001079821","Mean_24HR_C2",0.0613344,"24HR","C2","NM_001079821.C2","Silent"
"NOD1","NM_006092","Mean_24HR_C2",5.270105,"24HR","C2","NM_006092.C2","Active"
"NOD2","NM_022162","Mean_24HR_C2",0.0911789,"24HR","C2","NM_022162.C2","Silent"
"NOS2","NM_000625","Mean_24HR_C2",0.02338425,"24HR","C2","NM_000625.C2","Silent"
"NOTCH1","NM_017617","Mean_24HR_C2",3.6921025,"24HR","C2","NM_017617.C2","Active"
"NOTCH2","NM_024408","Mean_24HR_C2",1.2809675,"24HR","C2","NM_024408.C2","Active"
"NT5E","NM_002526","Mean_24HR_C2",5.13082,"24HR","C2","NM_002526.C2","Active"
"OAZ1","NM_004152","Mean_24HR_C2",101.527925,"24HR","C2","NM_004152.C2","Active"
"PAX5","NM_016734","Mean_24HR_C2",28.378375,"24HR","C2","NM_016734.C2","Active"
"PDCD1","NM_005018","Mean_24HR_C2",1.3856925,"24HR","C2","NM_005018.C2","Silent"
"PDCD1LG2","NM_025239","Mean_24HR_C2",0.22446325,"24HR","C2","NM_025239.C2","Silent"
"PDCD2","NM_144781","Mean_24HR_C2",7.4946175,"24HR","C2","NM_144781.C2","Active"
"PDGFB","NM_033016","Mean_24HR_C2",0.038175028,"24HR","C2","NM_033016.C2","Silent"
"PECAM1","NM_000442","Mean_24HR_C2",1.6839175,"24HR","C2","NM_000442.C2","Active"
"PIGR","NM_002644","Mean_24HR_C2",0.0223245,"24HR","C2","NM_002644.C2","Silent"
"PLA2G2A","NM_000300","Mean_24HR_C2",0.032746375,"24HR","C2","NM_000300.C2","Silent"
"PLA2G2E","NM_014589","Mean_24HR_C2",0.06016065,"24HR","C2","NM_014589.C2","Silent"
"PLAU","NM_002658","Mean_24HR_C2",0.57408225,"24HR","C2","NM_002658.C2",NA
"PLAUR","NM_001005376","Mean_24HR_C2",0.07931645,"24HR","C2","NM_001005376.C2","Silent"
"PML","NM_002675","Mean_24HR_C2",41.920475,"24HR","C2","NM_002675.C2","Active"
"POLR1B","NM_019014","Mean_24HR_C2",12.7312,"24HR","C2","NM_019014.C2",NA
"POLR2A","NM_000937","Mean_24HR_C2",25.176075,"24HR","C2","NM_000937.C2","Active"
"POU2F2","NM_002698","Mean_24HR_C2",18.5444,"24HR","C2","NM_002698.C2","Active"
"PPARG","NM_015869","Mean_24HR_C2",0.027585548,"24HR","C2","NM_015869.C2","Silent"
"PPBP","NM_002704","Mean_24HR_C2",0.120377975,"24HR","C2","NM_002704.C2","Silent"
"PPIA","NM_021130","Mean_24HR_C2",12.218025,"24HR","C2","NM_021130.C2","Active"
"PRDM1","NM_001198","Mean_24HR_C2",0.414892,"24HR","C2","NM_001198.C2","Silent"
"PRF1","NM_005041","Mean_24HR_C2",0.236461,"24HR","C2","NM_005041.C2",NA
"PRKCD","NM_006254","Mean_24HR_C2",21.0838375,"24HR","C2","NM_006254.C2","Active"
"PSMB10","NM_002801","Mean_24HR_C2",32.80775,"24HR","C2","NM_002801.C2","Active"
"PSMB5","NM_001130725","Mean_24HR_C2",51.6985,"24HR","C2","NM_001130725.C2","Active"
"PSMB7","NM_002799","Mean_24HR_C2",99.581225,"24HR","C2","NM_002799.C2","Active"
"PSMB8","NM_004159","Mean_24HR_C2",43.8222,"24HR","C2","NM_004159.C2","Active"
"PSMB9","NM_002800","Mean_24HR_C2",28.5594,"24HR","C2","NM_002800.C2","Active"
"PSMC2","NM_002803","Mean_24HR_C2",16.242725,"24HR","C2","NM_002803.C2","Active"
"PSMD7","NM_002811","Mean_24HR_C2",27.869525,"24HR","C2","NM_002811.C2","Active"
"PTAFR","NM_000952","Mean_24HR_C2",10.688465,"24HR","C2","NM_000952.C2","Active"
"PTGER4","NM_000958","Mean_24HR_C2",0.58518175,"24HR","C2","NM_000958.C2","Silent"
"PTGS2","NM_000963","Mean_24HR_C2",0.03068445,"24HR","C2","NM_000963.C2","Silent"
