"Gene","Accession","Measure","final.mean","Time","Lot","ID","Status"
"NEK7","NM_133494","Mean_0HR_C1",3.2354675,"0HR","C1","NM_133494.C1","Active"
"NEK8","NM_178170","Mean_0HR_C1",1.111822375,"0HR","C1","NM_178170.C1","Active"
"NF1","NM_000267","Mean_0HR_C1",5.5772925,"0HR","C1","NM_000267.C1","Active"
"NF2","NM_181828","Mean_0HR_C1",4.5089575,"0HR","C1","NM_181828.C1","Active"
"NLK","NM_016231","Mean_0HR_C1",2.42621125,"0HR","C1","NM_016231.C1","Active"
"NME1","NM_000269","Mean_0HR_C1",1.75063,"0HR","C1","NM_000269.C1","Active"
"NOLC1","NM_004741","Mean_0HR_C1",5.001035,"0HR","C1","NM_004741.C1","Active"
"NPM1","NM_002520","Mean_0HR_C1",0.196767925,"0HR","C1","NM_002520.C1","Silent"
"NPR2","NM_003995","Mean_0HR_C1",1.9414885,"0HR","C1","NM_003995.C1","Active"
"NRAS","NM_002524","Mean_0HR_C1",4.72279,"0HR","C1","NM_002524.C1","Active"
"NRBP","NM_013392","Mean_0HR_C1",4.5822575,"0HR","C1","NM_013392.C1","Active"
"NTRK1","NM_001012331","Mean_0HR_C1",0.0172113,"0HR","C1","NM_001012331.C1","Silent"
"NTRK2","NM_001007097","Mean_0HR_C1",0.0876634375,"0HR","C1","NM_001007097.C1","Silent"
"NTRK3","NM_001007156","Mean_0HR_C1",0.016316373,"0HR","C1","NM_001007156.C1","Silent"
"NUAK2","NM_030952","Mean_0HR_C1",0.024422875,"0HR","C1","NM_030952.C1","Silent"
"OXSR1","NM_005109","Mean_0HR_C1",2.76541125,"0HR","C1","NM_005109.C1","Active"
"P2RY2","NM_002564","Mean_0HR_C1",0.0138079,"0HR","C1","NM_002564.C1","Silent"
"P2RY8","NM_178129","Mean_0HR_C1",16.6937875,"0HR","C1","NM_178129.C1","Active"
"p50","NM_003998","Mean_0HR_C1",3.39503625,"0HR","C1","NM_003998.C1","Active"
"p65","NM_021975","Mean_0HR_C1",2.2184625,"0HR","C1","NM_021975.C1","Active"
"PAFAH1B2","NM_002572","Mean_0HR_C1",9.93069,"0HR","C1","NM_002572.C1","Active"
"PAICS","NM_006452","Mean_0HR_C1",2.1110925,"0HR","C1","NM_006452.C1","Active"
"PAK2","NM_002577","Mean_0HR_C1",8.71713,"0HR","C1","NM_002577.C1","Active"
"PAK4","NM_005884","Mean_0HR_C1",0.52997325,"0HR","C1","NM_005884.C1",NA
"PALB2","NM_024675","Mean_0HR_C1",0.57756975,"0HR","C1","NM_024675.C1",NA
"PANK3","NM_024594","Mean_0HR_C1",5.51623,"0HR","C1","NM_024594.C1","Active"
"PANK4","NM_018216","Mean_0HR_C1",3.118395,"0HR","C1","NM_018216.C1","Active"
"PDE4DIP","NM_001002812","Mean_0HR_C1",0.8765615,"0HR","C1","NM_001002812.C1",NA
"PDGFRA","NM_006206","Mean_0HR_C1",0.01922909,"0HR","C1","NM_006206.C1","Silent"
"PDGFRB","NM_002609","Mean_0HR_C1",2.96847833333333,"0HR","C1","NM_002609.C1","Active"
"PDK1","NM_002610","Mean_0HR_C1",5.74357125,"0HR","C1","NM_002610.C1","Active"
"PDP1","NM_001161778","Mean_0HR_C1",2.8884225,"0HR","C1","NM_001161778.C1","Active"
"PDPK1","NM_002613","Mean_0HR_C1",4.66905125,"0HR","C1","NM_002613.C1","Active"
"PDXK","NM_003681","Mean_0HR_C1",1.4370755,"0HR","C1","NM_003681.C1","Active"
"PEBP1","NM_002567","Mean_0HR_C1",4.212815,"0HR","C1","NM_002567.C1","Active"
"PFKFB2","NM_001018053","Mean_0HR_C1",0.9590125,"0HR","C1","NM_001018053.C1",NA
"PFKFB3","NM_001145443","Mean_0HR_C1",9.6741725,"0HR","C1","NM_001145443.C1","Active"
"PFKP","NM_002627","Mean_0HR_C1",8.38411,"0HR","C1","NM_002627.C1","Active"
"PGK1","NM_000291","Mean_0HR_C1",53.2317625,"0HR","C1","NM_000291.C1","Active"
"PGLS","NM_012088","Mean_0HR_C1",2.3574675,"0HR","C1","NM_012088.C1","Active"
"PI4K2B","NM_018323","Mean_0HR_C1",4.34113,"0HR","C1","NM_018323.C1","Active"
"PIK3C2B","NM_002646","Mean_0HR_C1",8.211725,"0HR","C1","NM_002646.C1","Active"
"PIK3CA","NM_006218","Mean_0HR_C1",4.98446,"0HR","C1","NM_006218.C1","Active"
"PIK3CD","NM_005026","Mean_0HR_C1",20.852125,"0HR","C1","NM_005026.C1","Active"
"PIK3R1","NM_181504","Mean_0HR_C1",2.622955,"0HR","C1","NM_181504.C1","Active"
"PIK3R2","NM_005027","Mean_0HR_C1",2.138995,"0HR","C1","NM_005027.C1","Active"
"PIK3R4","NM_014602","Mean_0HR_C1",2.15994,"0HR","C1","NM_014602.C1","Active"
"PIK3R5","NM_001142633","Mean_0HR_C1",4.92751,"0HR","C1","NM_001142633.C1","Active"
"PIKFYVE","NM_015040","Mean_0HR_C1",13.3424525,"0HR","C1","NM_015040.C1","Active"
"PIP4K2A","NM_005028","Mean_0HR_C1",10.57513,"0HR","C1","NM_005028.C1","Active"
"PIP5K1A","NM_001135636","Mean_0HR_C1",5.0990125,"0HR","C1","NM_001135636.C1","Active"
"PKHD1","NM_138694","Mean_0HR_C1",0.008780323,"0HR","C1","NM_138694.C1","Silent"
"PKN1","NM_213560","Mean_0HR_C1",12.46099625,"0HR","C1","NM_213560.C1","Active"
"PLK2","NM_006622","Mean_0HR_C1",1.050259375,"0HR","C1","NM_006622.C1","Active"
"PLXNB2","NM_012401","Mean_0HR_C1",10.404825,"0HR","C1","NM_012401.C1","Active"
"POLD2","NM_006230","Mean_0HR_C1",0.68523775,"0HR","C1","NM_006230.C1",NA
"POLR2H","NM_001278698","Mean_0HR_C1",2.519965,"0HR","C1","NM_001278698.C1","Active"
"PPAT","NM_002703","Mean_0HR_C1",1.4738825,"0HR","C1","NM_002703.C1","Active"
"PRDX4","NM_006406","Mean_0HR_C1",1.92316,"0HR","C1","NM_006406.C1","Active"
"PRKAR1A","NM_212472","Mean_0HR_C1",20.62895,"0HR","C1","NM_212472.C1","Active"
"PRKAR2A","NM_004157","Mean_0HR_C1",1.14033525,"0HR","C1","NM_004157.C1","Active"
"PRKCA","NM_002737","Mean_0HR_C1",0.843116625,"0HR","C1","NM_002737.C1",NA
"PRKCB","NM_212535","Mean_0HR_C1",32.8378875,"0HR","C1","NM_212535.C1","Active"
"PRKCE","NM_005400","Mean_0HR_C1",9.8596475,"0HR","C1","NM_005400.C1","Active"
"PRKCG","NM_002739","Mean_0HR_C1",3.41411625,"0HR","C1","NM_002739.C1","Active"
"PRKCH","NM_006255","Mean_0HR_C1",0.0155922775,"0HR","C1","NM_006255.C1","Silent"
"PRKCI","NM_002740","Mean_0HR_C1",1.450625,"0HR","C1","NM_002740.C1","Active"
"PRKCQ","NM_006257","Mean_0HR_C1",0.0176466625,"0HR","C1","NM_006257.C1","Silent"
"PRKCZ","NM_002744","Mean_0HR_C1",1.153527875,"0HR","C1","NM_002744.C1","Active"
"PRKD1","NM_002742","Mean_0HR_C1",0.4247355,"0HR","C1","NM_002742.C1","Silent"
"PRKD2","NM_001079882","Mean_0HR_C1",9.4519775,"0HR","C1","NM_001079882.C1","Active"
"PRKD3","NM_005813","Mean_0HR_C1",1.053933,"0HR","C1","NM_005813.C1","Active"
"PRKG1","NM_001098512","Mean_0HR_C1",0.021349248,"0HR","C1","NM_001098512.C1","Silent"
"PTCH1","NM_000264","Mean_0HR_C1",0.3219385,"0HR","C1","NM_000264.C1","Silent"
"PTEN","NM_000314","Mean_0HR_C1",9.8708975,"0HR","C1","NM_000314.C1","Active"
"PTPN11","NM_002834","Mean_0HR_C1",5.6308925,"0HR","C1","NM_002834.C1","Active"
"PXK","NM_017771","Mean_0HR_C1",4.3665175,"0HR","C1","NM_017771.C1","Active"
"PYCR1","NM_006907","Mean_0HR_C1",0.34850175,"0HR","C1","NM_006907.C1","Silent"
"RAD51L1","NM_002877","Mean_0HR_C1",7.43526,"0HR","C1","NM_002877.C1","Active"
"RAF1","NM_002880","Mean_0HR_C1",2.90796583333333,"0HR","C1","NM_002880.C1","Active"
"RANBP1","NM_002882","Mean_0HR_C1",10.02253,"0HR","C1","NM_002882.C1","Active"
"RB1","NM_000321","Mean_0HR_C1",36.1796,"0HR","C1","NM_000321.C1","Active"
"RET","NM_020630","Mean_0HR_C1",0.0104880915,"0HR","C1","NM_020630.C1","Silent"
"RHOH","NM_001278359","Mean_0HR_C1",20.89505,"0HR","C1","NM_001278359.C1","Active"
"RIOK1","NM_153005","Mean_0HR_C1",0.74541625,"0HR","C1","NM_153005.C1",NA
"RIOK3","NM_003831","Mean_0HR_C1",1.39627575,"0HR","C1","NM_003831.C1","Active"
"RIPK1","NM_003804","Mean_0HR_C1",0.984686875,"0HR","C1","NM_003804.C1",NA
"RIPK2","NM_003821","Mean_0HR_C1",2.61688625,"0HR","C1","NM_003821.C1","Active"
"RNF2","NM_007212","Mean_0HR_C1",4.02842,"0HR","C1","NM_007212.C1","Active"
"ROBO1","NM_002941","Mean_0HR_C1",1.67567275,"0HR","C1","NM_002941.C1","Active"
"ROBO2","NM_001128929","Mean_0HR_C1",0.031412975,"0HR","C1","NM_001128929.C1","Silent"
"ROR1","NM_005012","Mean_0HR_C1",2.76249375,"0HR","C1","NM_005012.C1","Active"
"ROR2","NM_004560","Mean_0HR_C1",0.017939274,"0HR","C1","NM_004560.C1","Silent"
"ROS1","NM_002944","Mean_0HR_C1",0.023425005,"0HR","C1","NM_002944.C1","Silent"
"RPIA","NM_144563","Mean_0HR_C1",3.22629,"0HR","C1","NM_144563.C1","Active"
"RPL23","NM_000978","Mean_0HR_C1",294.3905,"0HR","C1","NM_000978.C1","Active"
"RPN1","NM_002950","Mean_0HR_C1",12.6570325,"0HR","C1","NM_002950.C1","Active"
"RPS6KA4","NM_003942","Mean_0HR_C1",5.94997625,"0HR","C1","NM_003942.C1","Active"
"RPS6KA6","NM_014496","Mean_0HR_C1",0.014429815,"0HR","C1","NM_014496.C1","Silent"
"RPS6KB1","NM_001272042","Mean_0HR_C1",4.7480675,"0HR","C1","NM_001272042.C1","Active"
"RPS6KB2","NM_003952","Mean_0HR_C1",2.4649825,"0HR","C1","NM_003952.C1","Active"
"RPS6KC1","NM_012424","Mean_0HR_C1",1.39702425,"0HR","C1","NM_012424.C1","Active"
"RRP1B","NM_015056","Mean_0HR_C1",1.46629475,"0HR","C1","NM_015056.C1","Active"
"RRS1","NM_015169","Mean_0HR_C1",1.249358,"0HR","C1","NM_015169.C1","Active"
"RSPO3","NM_032784","Mean_0HR_C1",0.02260145,"0HR","C1","NM_032784.C1","Silent"
"RUNX1","NM_001754","Mean_0HR_C1",3.68661625,"0HR","C1","NM_001754.C1","Active"
"SBK1","NM_001024401","Mean_0HR_C1",0.0407638125,"0HR","C1","NM_001024401.C1","Silent"
"SCYL1","NM_020680","Mean_0HR_C1",2.84631,"0HR","C1","NM_020680.C1","Active"
"SCYL3","NM_020423","Mean_0HR_C1",1.36992025,"0HR","C1","NM_020423.C1","Active"
"SDHA","NM_004168","Mean_0HR_C1",4.75048416666667,"0HR","C1","NM_004168.C1","Active"
"SDHB","NM_003000","Mean_0HR_C1",6.0482725,"0HR","C1","NM_003000.C1","Active"
"SDHC","NM_001035511","Mean_0HR_C1",7.6414375,"0HR","C1","NM_001035511.C1","Active"
"SDHD","NM_003002","Mean_0HR_C1",6.1703275,"0HR","C1","NM_003002.C1","Active"
"SGK1","NM_005627","Mean_0HR_C1",0.04142935,"0HR","C1","NM_005627.C1","Silent"
"SGK196","NM_001277971","Mean_0HR_C1",1.503015,"0HR","C1","NM_001277971.C1","Active"
"SGK3","NM_013257","Mean_0HR_C1",0.1290994625,"0HR","C1","NM_013257.C1","Silent"
"SgK494","NM_001174103","Mean_0HR_C1",3.0117025,"0HR","C1","NM_001174103.C1","Active"
"SH3BP5","NM_001018009","Mean_0HR_C1",18.953125,"0HR","C1","NM_001018009.C1","Active"
"SIK3","NM_025164","Mean_0HR_C1",5.74043125,"0HR","C1","NM_025164.C1","Active"
"SIX4","NM_017420","Mean_0HR_C1",0.20052725,"0HR","C1","NM_017420.C1","Silent"
"SLAMF6","NM_001184714","Mean_0HR_C1",3.42701875,"0HR","C1","NM_001184714.C1","Active"
"SLC16A1","NM_003051","Mean_0HR_C1",0.8119615,"0HR","C1","NM_003051.C1",NA
"SLC39A14","NM_001128431","Mean_0HR_C1",0.54717525,"0HR","C1","NM_001128431.C1",NA
"SLC39A6","NM_012319","Mean_0HR_C1",2.725755,"0HR","C1","NM_012319.C1","Active"
"SMAD2","NM_005901","Mean_0HR_C1",8.964225,"0HR","C1","NM_005901.C1","Active"
"SMAD4","NM_005359","Mean_0HR_C1",8.253585,"0HR","C1","NM_005359.C1","Active"
"SMARCB1","NM_003073","Mean_0HR_C1",13.8254275,"0HR","C1","NM_003073.C1","Active"
"SMO","NM_005631","Mean_0HR_C1",0.015064525,"0HR","C1","NM_005631.C1","Silent"
"SNX16","NM_022133","Mean_0HR_C1",0.7498265,"0HR","C1","NM_022133.C1",NA
"SPTAN1","NM_003127","Mean_0HR_C1",15.2886975,"0HR","C1","NM_003127.C1","Active"
"SRPK1","NM_003137","Mean_0HR_C1",2.52853625,"0HR","C1","NM_003137.C1","Active"
"SRPK2","NM_182692","Mean_0HR_C1",10.35745375,"0HR","C1","NM_182692.C1","Active"
"SSTR1","NM_001049","Mean_0HR_C1",0.007518045,"0HR","C1","NM_001049.C1","Silent"
"STK11","NM_000455","Mean_0HR_C1",4.5661425,"0HR","C1","NM_000455.C1","Active"
"STK32A","NM_001112724","Mean_0HR_C1",0.007518045,"0HR","C1","NM_001112724.C1","Silent"
"STK32B","NM_018401","Mean_0HR_C1",0.0200649875,"0HR","C1","NM_018401.C1","Silent"
"STK32C","NM_173575","Mean_0HR_C1",0.07489335,"0HR","C1","NM_173575.C1","Silent"
"STK33","NM_030906","Mean_0HR_C1",0.634719875,"0HR","C1","NM_030906.C1",NA
"STK38","NM_001305102","Mean_0HR_C1",9.7718925,"0HR","C1","NM_001305102.C1","Active"
"STK38L","NM_015000","Mean_0HR_C1",1.128606875,"0HR","C1","NM_015000.C1","Active"
"STRADA","NM_153335","Mean_0HR_C1",4.62734,"0HR","C1","NM_153335.C1","Active"
"SUCLG2","NM_001177599","Mean_0HR_C1",8.4028125,"0HR","C1","NM_001177599.C1","Active"
"SUFU","NM_001178133","Mean_0HR_C1",3.31663,"0HR","C1","NM_001178133.C1","Active"
"SUZ12","NM_015355","Mean_0HR_C1",8.2525175,"0HR","C1","NM_015355.C1","Active"
"TBK1","NM_013254","Mean_0HR_C1",2.7964375,"0HR","C1","NM_013254.C1","Active"
"TBL3","NM_006453","Mean_0HR_C1",1.55636575,"0HR","C1","NM_006453.C1","Active"
"TBX22","NM_001109878","Mean_0HR_C1",0.010029998,"0HR","C1","NM_001109878.C1","Silent"
"TEC","NM_003215","Mean_0HR_C1",0.499732875,"0HR","C1","NM_003215.C1","Silent"
"TESK1","NM_006285","Mean_0HR_C1",3.424795,"0HR","C1","NM_006285.C1","Active"
"TESK2","NM_007170","Mean_0HR_C1",0.69676075,"0HR","C1","NM_007170.C1",NA
"TFDP1","NM_007111","Mean_0HR_C1",5.74143,"0HR","C1","NM_007111.C1","Active"
"TGFBR1","NM_004612","Mean_0HR_C1",9.3327975,"0HR","C1","NM_004612.C1","Active"
"TGFBR2","NM_001024847","Mean_0HR_C1",10.05598,"0HR","C1","NM_001024847.C1","Active"
"TGFBR3","NM_003243","Mean_0HR_C1",0.156308825,"0HR","C1","NM_003243.C1","Silent"
"TIAM1","NM_003253","Mean_0HR_C1",0.010031295,"0HR","C1","NM_003253.C1","Silent"
"TKT","NM_001064","Mean_0HR_C1",9.57798,"0HR","C1","NM_001064.C1","Active"
"TKTL2","NM_032136","Mean_0HR_C1",0.0175717,"0HR","C1","NM_032136.C1","Silent"
"TMEM97","NM_014573","Mean_0HR_C1",0.44083275,"0HR","C1","NM_014573.C1","Silent"
"TNIK","NM_001161560","Mean_0HR_C1",0.0193757775,"0HR","C1","NM_001161560.C1","Silent"
"TNK2","NM_005781","Mean_0HR_C1",9.30185625,"0HR","C1","NM_005781.C1","Active"
"TP53","NM_000546","Mean_0HR_C1",14.20659125,"0HR","C1","NM_000546.C1","Active"
"TPR","NM_003292","Mean_0HR_C1",3.0305675,"0HR","C1","NM_003292.C1","Active"
"TRAP1","NM_016292","Mean_0HR_C1",2.1479175,"0HR","C1","NM_016292.C1","Active"
"TRIB1","NM_025195","Mean_0HR_C1",1.770755375,"0HR","C1","NM_025195.C1","Active"
"TRIB3","NM_021158","Mean_0HR_C1",0.813167625,"0HR","C1","NM_021158.C1",NA
"TRIM10","NM_006778","Mean_0HR_C1",0.037713225,"0HR","C1","NM_006778.C1","Silent"
"TRIM24","NM_015905","Mean_0HR_C1",1.08213475,"0HR","C1","NM_015905.C1","Active"
"TRIM26","NM_001242783","Mean_0HR_C1",7.2163825,"0HR","C1","NM_001242783.C1","Active"
"TRIM27","NM_006510","Mean_0HR_C1",2.50221,"0HR","C1","NM_006510.C1","Active"
"TRIM33","NM_015906","Mean_0HR_C1",6.8039025,"0HR","C1","NM_015906.C1","Active"
"TRIM37","NM_001005207","Mean_0HR_C1",3.48949,"0HR","C1","NM_001005207.C1","Active"
"TRIM39","NM_021253","Mean_0HR_C1",1.3393925,"0HR","C1","NM_021253.C1","Active"
"TRIM41","NM_201627","Mean_0HR_C1",2.0704475,"0HR","C1","NM_201627.C1","Active"
"TRIM43","NM_138800","Mean_0HR_C1",0.05409965,"0HR","C1","NM_138800.C1","Silent"
"TRIM5","NM_033092","Mean_0HR_C1",1.85336,"0HR","C1","NM_033092.C1","Active"
"TRIM59","NM_173084","Mean_0HR_C1",2.58855,"0HR","C1","NM_173084.C1","Active"
"TRIM65","NM_173547","Mean_0HR_C1",3.4932125,"0HR","C1","NM_173547.C1","Active"
"TRIM8","NM_030912","Mean_0HR_C1",17.03968,"0HR","C1","NM_030912.C1","Active"
"TRPM7","NM_017672","Mean_0HR_C1",5.88276,"0HR","C1","NM_017672.C1","Active"
"TSC1","NM_000368","Mean_0HR_C1",4.9237425,"0HR","C1","NM_000368.C1","Active"
"TSHR","NM_001018036","Mean_0HR_C1",0.040235575,"0HR","C1","NM_001018036.C1","Silent"
"TTK","NM_003318","Mean_0HR_C1",0.61201125,"0HR","C1","NM_003318.C1",NA
"TTL","NM_153712","Mean_0HR_C1",1.33307675,"0HR","C1","NM_153712.C1","Active"
"TUBB","NM_178014","Mean_0HR_C1",10.3908375,"0HR","C1","NM_178014.C1","Active"
"TYK2","NM_003331","Mean_0HR_C1",6.75245583333333,"0HR","C1","NM_003331.C1","Active"
"UCHL3","NM_006002","Mean_0HR_C1",6.933635,"0HR","C1","NM_006002.C1","Active"
"UCK2","NM_012474","Mean_0HR_C1",1.6058525,"0HR","C1","NM_012474.C1","Active"
"VEGFA","NM_001025366","Mean_0HR_C1",6.63633,"0HR","C1","NM_001025366.C1","Active"
"VHL","NM_198156","Mean_0HR_C1",4.4872825,"0HR","C1","NM_198156.C1","Active"
"WNK1","NM_018979","Mean_0HR_C1",10.38706375,"0HR","C1","NM_018979.C1","Active"
"XYLB","NM_005108","Mean_0HR_C1",0.18663275,"0HR","C1","NM_005108.C1","Silent"
"YAP1","NM_001130145","Mean_0HR_C1",0.001251848,"0HR","C1","NM_001130145.C1","Silent"
"YES1","NM_005433","Mean_0HR_C1",2.745775,"0HR","C1","NM_005433.C1","Active"
"ABCB1","NM_000927","Mean_0HR_C1",0.033812525,"0HR","C1","NM_000927.C1","Silent"
"ABCF1","NM_001090","Mean_0HR_C1",5.14947,"0HR","C1","NM_001090.C1","Active"
"ADA","NM_000022","Mean_0HR_C1",0.6559565,"0HR","C1","NM_000022.C1",NA
"AHR","NM_001621","Mean_0HR_C1",0.0548927,"0HR","C1","NM_001621.C1","Silent"
"AICDA","NM_020661","Mean_0HR_C1",3.119275,"0HR","C1","NM_020661.C1","Active"
"AIRE","NM_000383","Mean_0HR_C1",0.11369845,"0HR","C1","NM_000383.C1","Silent"
"ALAS1","NM_000688","Mean_0HR_C1",3.4523175,"0HR","C1","NM_000688.C1","Active"
"APP","NM_000484","Mean_0HR_C1",8.88543,"0HR","C1","NM_000484.C1","Active"
"ARG1","NM_000045","Mean_0HR_C1",0.0390766,"0HR","C1","NM_000045.C1","Silent"
"ARG2","NM_001172","Mean_0HR_C1",0.07083325,"0HR","C1","NM_001172.C1","Silent"
"ARHGDIB","NM_001175","Mean_0HR_C1",111.0845,"0HR","C1","NM_001175.C1","Active"
"ATG10","NM_001131028","Mean_0HR_C1",0.648964,"0HR","C1","NM_001131028.C1",NA
"ATG12","NM_004707","Mean_0HR_C1",0.55081725,"0HR","C1","NM_004707.C1",NA
"ATG16L1","NM_198890","Mean_0HR_C1",1.8066775,"0HR","C1","NM_198890.C1","Active"
"ATG5","NM_004849","Mean_0HR_C1",1.6110525,"0HR","C1","NM_004849.C1","Active"
"ATG7","NM_001136031","Mean_0HR_C1",2.072655,"0HR","C1","NM_001136031.C1","Active"
"ATM","NM_000051","Mean_0HR_C1",0.1268651125,"0HR","C1","NM_000051.C1","Silent"
"B2M","NM_004048","Mean_0HR_C1",626.216,"0HR","C1","NM_004048.C1","Active"
"B3GAT1","NM_018644","Mean_0HR_C1",0.02443225,"0HR","C1","NM_018644.C1","Silent"
"BATF","NM_006399","Mean_0HR_C1",0.102896875,"0HR","C1","NM_006399.C1","Silent"
"BATF3","NM_018664","Mean_0HR_C1",0.100840925,"0HR","C1","NM_018664.C1","Silent"
"BAX","NM_138761","Mean_0HR_C1",40.03845,"0HR","C1","NM_138761.C1","Active"
"BCAP31","NM_005745","Mean_0HR_C1",8.33027,"0HR","C1","NM_005745.C1","Active"
"BCL10","NM_003921","Mean_0HR_C1",14.145275,"0HR","C1","NM_003921.C1","Active"
"BCL2","NM_000657","Mean_0HR_C1",6.25356,"0HR","C1","NM_000657.C1","Active"
"BCL2L11","NM_138621","Mean_0HR_C1",1.23340825,"0HR","C1","NM_138621.C1","Active"
"BCL3","NM_005178","Mean_0HR_C1",3.4199275,"0HR","C1","NM_005178.C1","Active"
"BCL6","NM_001706","Mean_0HR_C1",0.0602297,"0HR","C1","NM_001706.C1","Silent"
"BID","NM_001196","Mean_0HR_C1",0.9981085,"0HR","C1","NM_001196.C1",NA
"BLNK","NM_013314","Mean_0HR_C1",9.1391775,"0HR","C1","NM_013314.C1","Active"
"BST1","NM_004334","Mean_0HR_C1",0.04324255,"0HR","C1","NM_004334.C1","Silent"
"BST2","NM_004335","Mean_0HR_C1",11.226975,"0HR","C1","NM_004335.C1","Active"
"BTLA","NM_181780","Mean_0HR_C1",3.990285,"0HR","C1","NM_181780.C1","Active"
"C14orf166","NM_016039","Mean_0HR_C1",12.77208,"0HR","C1","NM_016039.C1","Active"
"C1QA","NM_015991","Mean_0HR_C1",0.020317328,"0HR","C1","NM_015991.C1","Silent"
"C1QB","NM_000491","Mean_0HR_C1",0.02656365,"0HR","C1","NM_000491.C1","Silent"
"C1QBP","NM_001212","Mean_0HR_C1",7.2980275,"0HR","C1","NM_001212.C1","Active"
"C1R","NM_001733","Mean_0HR_C1",0.1462093,"0HR","C1","NM_001733.C1","Silent"
"C1S","NM_001734","Mean_0HR_C1",0.0538765,"0HR","C1","NM_001734.C1","Silent"
"C2","NM_000063","Mean_0HR_C1",0.056984375,"0HR","C1","NM_000063.C1","Silent"
"C3","NM_000064","Mean_0HR_C1",0.075116975,"0HR","C1","NM_000064.C1","Silent"
"C4A/B","NM_007293","Mean_0HR_C1",0.24855925,"0HR","C1","NM_007293.C1","Silent"
"C4BPA","NM_000715","Mean_0HR_C1",0.014088795,"0HR","C1","NM_000715.C1","Silent"
"C5","NM_001735","Mean_0HR_C1",0.39394975,"0HR","C1","NM_001735.C1","Silent"
"C6","NM_000065","Mean_0HR_C1",0.0676361,"0HR","C1","NM_000065.C1","Silent"
"C7","NM_000587","Mean_0HR_C1",0.026584823,"0HR","C1","NM_000587.C1","Silent"
"C8A","NM_000562","Mean_0HR_C1",0.0244218,"0HR","C1","NM_000562.C1","Silent"
"C8B","NM_000066","Mean_0HR_C1",0.012030678,"0HR","C1","NM_000066.C1","Silent"
"C8G","NM_000606","Mean_0HR_C1",0.04965745,"0HR","C1","NM_000606.C1","Silent"
"C9","NM_001737","Mean_0HR_C1",0.02345275,"0HR","C1","NM_001737.C1","Silent"
"CAMP","NM_004345","Mean_0HR_C1",0.3413225,"0HR","C1","NM_004345.C1","Silent"
"CARD9","NM_052813","Mean_0HR_C1",0.1731945,"0HR","C1","NM_052813.C1","Silent"
"CASP1","NM_001223","Mean_0HR_C1",1.8132175,"0HR","C1","NM_001223.C1","Active"
"CASP10","NM_032977","Mean_0HR_C1",0.0359339,"0HR","C1","NM_032977.C1","Silent"
"CASP2","NM_032982","Mean_0HR_C1",4.78135,"0HR","C1","NM_032982.C1","Active"
"CASP3","NM_032991","Mean_0HR_C1",1.12792975,"0HR","C1","NM_032991.C1","Active"
"CASP8","NM_001228","Mean_0HR_C1",9.86893,"0HR","C1","NM_001228.C1","Active"
"CCBP2","NM_001296","Mean_0HR_C1",0.12228005,"0HR","C1","NM_001296.C1","Silent"
"CCL11","NM_002986","Mean_0HR_C1",0.03910035,"0HR","C1","NM_002986.C1","Silent"
"CCL13","NM_005408","Mean_0HR_C1",0.033794375,"0HR","C1","NM_005408.C1","Silent"
"CCL15","NM_032965","Mean_0HR_C1",0.021324725,"0HR","C1","NM_032965.C1","Silent"
"CCL16","NM_004590","Mean_0HR_C1",0.009036028,"0HR","C1","NM_004590.C1","Silent"
"CCL18","NM_002988","Mean_0HR_C1",0.017153125,"0HR","C1","NM_002988.C1","Silent"
"CCL19","NM_006274","Mean_0HR_C1",0.0202454,"0HR","C1","NM_006274.C1","Silent"
"CCL2","NM_002982","Mean_0HR_C1",0.0161574415,"0HR","C1","NM_002982.C1","Silent"
"CCL20","NM_004591","Mean_0HR_C1",0.022416223,"0HR","C1","NM_004591.C1","Silent"
"CCL22","NM_002990","Mean_0HR_C1",5.7565125,"0HR","C1","NM_002990.C1","Active"
"CCL23","NM_145898","Mean_0HR_C1",0.0202454,"0HR","C1","NM_145898.C1","Silent"
"CCL24","NM_002991","Mean_0HR_C1",0.05487105,"0HR","C1","NM_002991.C1","Silent"
"CCL26","NM_006072","Mean_0HR_C1",0.0244218,"0HR","C1","NM_006072.C1","Silent"
"CCL3","NM_002983","Mean_0HR_C1",0.83202025,"0HR","C1","NM_002983.C1",NA
"CCL4","NM_002984","Mean_0HR_C1",0.461583,"0HR","C1","NM_002984.C1","Silent"
"CCL5","NM_002985","Mean_0HR_C1",0.1018246,"0HR","C1","NM_002985.C1","Silent"
"CCL7","NM_006273","Mean_0HR_C1",0.017194098,"0HR","C1","NM_006273.C1","Silent"
"CCL8","NM_005623","Mean_0HR_C1",0.018219423,"0HR","C1","NM_005623.C1","Silent"
"CCND3","NM_001760","Mean_0HR_C1",5.0665975,"0HR","C1","NM_001760.C1","Active"
"CCR1","NM_001295","Mean_0HR_C1",1.679715,"0HR","C1","NM_001295.C1","Active"
"CCR10","NM_016602","Mean_0HR_C1",0.3929025,"0HR","C1","NM_016602.C1","Silent"
"CCR2","NM_001123041","Mean_0HR_C1",10.35447,"0HR","C1","NM_001123041.C1","Active"
"CCR5","NM_000579","Mean_0HR_C1",0.378407,"0HR","C1","NM_000579.C1","Silent"
"CCR6","NM_031409","Mean_0HR_C1",5.14559,"0HR","C1","NM_031409.C1","Active"
"CCRL1","NM_016557","Mean_0HR_C1",0.1201562,"0HR","C1","NM_016557.C1","Silent"
